,User,Location
6716,LuisOma13272539,"Bogotá, D.C., Colombia"
6717,oscaubernal,"Caldas, Colombia"
6718,PirataDrake1,"Cartagena de Indias, Colombia"
6719,Eliana_marin2,colombia
6720,Fernand49747948,"Bogotá, D.C., Colombia"
6721,jahermar84,"Bogotá, DC, Colombia"
6722,braiiancisf59,
6723,Miranda81911095,
6724,SebastianE008,"Viena, Austria"
6725,Luisfmart01,"Delray Beach Florida, USA"
6726,mamertisimo,"Medellín, Colombia"
6727,francho_el,
6728,Juancam56900501,
6729,fabio_grimaldos,
6730,AleidaBohrquez1,
6731,cocolisomiguel,
6732,antetodoco,Colombia
6733,SoyJacobisaza,Colombia
6734,ArrieroCabeto,
6735,pluna2008,"Bogotá, D.C. Colombia"
6736,OTRAVEZ57655564,
6737,DavidHe95364403,
6738,qevek,"Bogotá, Colombia"
6739,vargasasandro,Bajo la Pandemia en Canada
6740,Alfonso58786910,
6741,SaraCor58534184,
6742,Jose_Valenciat,
6743,luchiscruzarco,
6744,mlvargas1,
6745,omarb189,"ÜT: 10.3136632,-75.4918788"
6746,silfrid13,
6747,muerde_que,planeta tierra.
6748,HermesBetancou2,Colombia
6749,sandrobermudez,Maicao-La Guajira-Colombia.
6750,johndaz988,Colombia
6751,Popochaporlavi1,
6752,Marilo95664968,
6753,jonwallas,IBAGUE TOLIMA 
6754,salomon_yaar,"Barranquilla, Colombia"
6755,yudejalilie,valledupar colombia
6756,diegofernandova,"Cali, Colombia"
6757,Pattydiaz2016,"Bogotá, D.C., Colombia"
6758,moraycrema95,
6759,pabloaracataca,ARACATACA. Magd.
6760,edgaragmgmailc2,"Medellín, Colombia"
6761,JNunezYaguna,"Bogotá, D.C., Colombia"
6762,RocioLeyva_A,Bogota
6763,twitcitto,
6764,Alfredoboita1,
6765,JaimeAlonsoPar8,"Villa del Rosario, Colombia"
6766,ger2408,Cali - Colombia
6767,GregorioRozo3,
6768,FedericoBoteroP,"España, Barcelona. "
6769,wilmerjosefino,"Medellín, Colombia"
6770,Villa1001,"Floridablanca, Santander"
6771,GioKstiblanco,bogota
6772,sanpatito84,"Bogotá, DC, Colombia"
6773,ElsaBarreto14,
6774,Alexander_shemA,
6775,partidogrisCL,BOGOTA
6776,DiegoARamirezH8,"Cali, Colombia"
6777,Carlosjim2011,Bogotá 
6778,MarioDiazAL,
6779,DanielOMoralesB,"Bogotá, D.C., Colombia"
6780,GILMALOZANO,colombia
6781,isabelf69937236,
6782,Freddy_Ordonez,Colombia
6783,lincefelino,"Bogotá, D.C., Colombia"
6784,Abigailm2021,Colombia
6785,lmcapera,The Netherlands
6786,Cesa65CARLOS,
6787,oswaldoaves,"Bogota, NJ"
6788,JairoComunes,"Santander, Colombia"
6789,Opinador_Claro,"Madrid, Colombia"
6790,jucesar99306029,
6791,jairorincon05,
6792,OscarDomnguezC,Medellín
6793,Cata5482,
6794,Frankmaurice13,
6795,jybuitragoe,
6796,newordenco,"Bogotá, D.C., Colombia"
6797,blancanubiars,Bogotá Colombia
6798,dagiol,Paisa en Bogota
6799,laporto6,
6800,ReyCarel,"Bogotá, D.C., Colombia"
6801,edwarqc,
6802,piensomal,"Bogotá, D.C., Colombia"
6803,quintterovergel,santa marta
6804,AUV_CHDP_,"Nubia, Sudan"
6805,panitakiss,caldas Colombia
6806,ClavijoTadeo,Valledupar
6807,petocorp,
6808,manuelramirezd,Bogota
6809,elpezquefuma,"Sibundoy, Colombia"
6810,JORGEMARQUEZABG,
6811,jmbarbosa27,
6812,10marylara,
6813,PendejossonMayo,¡Aquí mismo! 28jun12
6814,Aciidos,"Bogotá, D.C., Colombia"
6815,vofito,
6816,ma_camiladiaz,"Bogotá, D.C., Colombia"
6817,CBulla2011,
6818,AndrsMonsalve,
6819,LeilaLimr73,Colombia
6820,WCorreales,Colombia
6821,LUISAM66046504,
6822,miltovish,
6823,formacarlos75,"Santiago, Metropolitana de San"
6824,eduinmontero,"Bogotá, D.C., Colombia"
6825,samdeltaoficial,"Bogotá, D.C., Colombia"
6826,mgomez520,Panamá
6827,oscarnain,"Santiago de Cali, Valle Colomb"
6828,pachogiraldo,"bogota, colombia"
6829,guajiro07,"Santa Marta, Colombia"
6830,hemelo051,"Bogotá, D.C., Colombia"
6831,Nestortorrescol,
6832,JulioCe26259053,
6833,dae2023100,"Miami, FL"
6834,Erickxman88,Colombia
6835,GalvisAndrade,"Popayán, Colombia"
6836,miguelusuga,"Bogotá D.C, Colombia"
6837,jaime4106,
6838,SelcotsimetE,
6839,islei2000,
6840,maycord322,
6841,cristsaro8,"Cali, Colombia"
6842,angelitou2gero,Bogota
6843,Ferjoher1,"Popayán, Colombia"
6844,fabugu,
6845,javhilomaster,
6846,gpuerta,Bogotá Colombia
6847,dearfun2008,"Barranquilla, Colombia"
6848,AlexanderRuaP,"Medellín, Colombia"
6849,AgroColombia_,"Bogotá, D.C., Colombia"
6850,VickyVivas1,
6851,Germanyandcomp1,
6852,Jaimerojas345,Barranquilla Bogotá
6853,obuiper,
6854,atracable,"Seattle, WA"
6855,lesmeraldalu,
6856,helmanalberto,Colombia
6857,RoloAlzate,
6858,simeonetto92,"Brisbane, Queensland"
6859,achury_alberto,
6860,redcode911,"Roma, Lazio - Bogotá D.C."
6861,MaraMer18234321,
6862,malevolopez,
6863,LillyMary46,"Medellín, Colombia"
6864,Mariohoyos18,
6865,mariaeandrade,
6866,Pechy_87,"Bucaramanga, Colombia"
6867,jsanchezcristo,
6868,FREDDYESTRADAR,
6869,alonsostella,Luxembourg
6870,AnaMaraMoreno20,"Barcelona, España"
6871,sergioeslopezs,
6872,PachoRodriG,"Bogotá, Colombia y el Mundo."
6873,Jugomo38,
6874,OMARGAR79956489,
6875,johnxrueda,COLOMBIA
6876,_casanovafoto,
6877,jhongsanch,Stockholm - Sweden 
6878,RUBENGAL74,
6879,hmorenov1601,Barranquilla
6880,alexabello80,"Toronto, Ontario"
6881,salitama,Colombia
6882,ilianagarzon,
6883,CifuentesNando,"Bogotá, Colombia"
6884,Ohne_mich,Where in the world am I?
6885,farb007,MAGA - Uribista.
6886,cositatropicaI,"Pawnee, IN"
6887,jcme3,
6888,dupplyflayer,
6889,cqb1983,"Bogotá, D.C., Colombia"
6890,JAIROABERTOE,"Bucaramanga, Colombia"
6891,NicaraguaJC2,
6892,ottysolano,"Barranquilla, Colombia"
6893,lasocram,Colombia
6894,RevolucionRabit,
6895,empatetico,
6896,nemita100,cali
6897,Xavi23611714, La Tierra 🌏 
6898,untalgordito,Colombia
6899,nelidacont,Cali Valle Colombia
6900,saday_rosado,Desubicada aveces...
6901,Alberto02387158,"Manizales, Colombia"
6902,fzgrupoempre,Medellin Colombia
6903,juanjmmg_,"Medellín, Colombia"
6904,Diegogapa_,
6905,MunozYicell, Valle del Cauca - Colomb
6906,mariapalida,
6907,parada_vaeza,Colombia
6908,Zero_Levy,
6909,Vallepilar15,Al norte del Sur
6910,vivianud7,United States
6911,Pessimum_,
6912,rpo_samuel,"Medellín, Colombia"
6913,Cupid_B0y,
6914,FabiiKameSan,"Cali, Colombia"
6915,Tatiana55084619,
6916,Ignitemysoul_,Colombia.
6917,_KingSuHo_,FIX ON ♡♡♡♡♡♡♡♡♡♡
6918,BotSentinel,United States
6919,Meduka_Caname,
6920,Lu07MP7,China 
6921,kokobopwu,
6922,LinaPurpu,
6923,wo0ng1e,any pronouns
6924,YaguaraOrtiz,
6925,kat_hy,
6926,ly_unstable,
6927,Sopitas69662192,
6928,blueandgreya,
6929,DianxiaSupremo,
6930,winterbear0301,
6931,DithZau,
6932,Pan56674485,
6933,doIceIove,she/her 
6934,juandav34885566,
6935,Art20Lalin,
6936,_DingDong4,
6937,Lalajoonie,
6938,iiiiii_idk,
6939,jhooooope_2,
6940,Lemon17pj,
6941,_Aleja95_,Calarcá - Quindío
6942,Eternalsunbts,
6943,Condorcol1,Bogotå
6944,HoneyMyoney,𝒎𝒚 𝒍𝒖𝒗𝒔:
6945,alexagarzon_17,
6946,kogasmile,🖇️ | he / him
6947,equidadmbiental,
6948,CarlosC33790251,"Bogotá, D.C., Colombia"
6949,COLOMBIANOS0000,
6950,kimenux,
6951,J_DAVIDV,Latin America
6952,vero_25_1D,
6953,Nalexuwu2,
6954,Sonaphinex,Someone's Dick
6955,LaEspos81400620,
6956,Tatiana02223855,"Bolívar, Colombia"
6957,rahelo_6,en cualquier parte del mundo
6958,HenderyPrince1,
6959,nie_valentina,pre-save the feels →
6960,Kenbaena,
6961,MachuqueC,
6962,Elianis87151231,
6963,NLYD11,
6964,Alee_btf,barranquilla/colombia
6965,yaper23,
6966,Von0110,
6967,luaipi,
6968,HopeMal22121719,
6969,Tymi_leon,"Bogotá, D.C., Colombia"
6970,milylonga,
6971,armysybts,
6972,Carolin84329996,
6973,TintoFrioo,
6974,payares_com,"Zaragoza, España"
6975,vannesa56519246,
6976,Pelanga1,
6977,itz1281,
6978,SaenzCatty,
6979,annyvelez311,Colombia
6980,TThebestgroup,
6981,esannyc,
6982,viviamane0,
6983,mdrgpz,"Bogotá, D.C., Colombia"
6984,MilenaUribe1979,Álvaro Uribe Way 
6985,JulianaPiamonte,
6986,osocerdo10,
6987,Ssuperclau,"Bogotá, D.C., Colombia"
6988,Ghostface001X,Chromatica
6989,dar1207,Colombia 
6990,edgarsaabosorio,
6991,efrainegrette,"Santa Marta, Colombia"
6992,mimatrimonio1,
6993,Oss_u,
6994,Solecit78301638,
6995,imnamenunu,Shownu's Teeth | she/her |  23
6996,vivirlajuventud,
6997,drawwitharose,
6998,valelicona,Colombia
6999,apita0,
7000,Bunuelinadice,
7001,vinnie6402,
7002,UCResistente,
7003,AGMARINMONT,BOGOTA
7004,WilliamOlarte,Soacha Colombia
7005,kaoruwatsukin_n,Colombia-Cali
7006,VLAGOCO,BOGOTA  D.C
7007,SOLYOSOL,"Antioquia, Colombia 🇨🇴"
7008,CanasEd,"San José del Guaviare, Colombia"
7009,LEIDY_ALDANA,"Villavicencio, Colombia"
7010,RMenosuno,
7011,ElaCasati,Tokyo
7012,soyelkimin,
7013,Arrieta_9,Colombia
7014,gloriae1327,
7015,ThomasNoApostol,CE Democrático
7016,liri_rae,
7017,estamossoloszS,
7018,xirajaramillo,Bogotá/Colombia
7019,SuryGarca8,
7020,matedemorphy,"Barranquilla, Colombia"
7021,fsalasparra,
7022,PoliticaGuru,México
7023,socialcolectivo,Colombia
7024,risottodebogota,
7025,Andersonsacra,"Bogotá, DC, Colombia"
7026,Nath_Naco,"Medellín, Colombia"
7027,Jupiterhjjjjkkk,"Palmira, Colombia"
7028,LiMaJaCa,Todo es posible.
7029,cadenaroa,CDMX México
7030,andresmesarpo,"Belén, Medellín, Colombia"
7031,JaimeMorenoT,Bogotá Colombia
7032,MDiego1435,cali
7033,TENA1802,Colombia
7034,holanaranjo,"Bogotá, Colombia"
7035,jeperezre,Cali 
7036,jedakma,albania-La Guajira
7037,cavargasre,Caribe Colombiano.
7038,_Alta_Voz_,
7039,EvMcBl,Low Orbit Eart
7040,Nemcatacoak,Bogotá - Colombia
7041,ELIANANORIEGAM1,
7042,Melduvio,"Cali, Colombia"
7043,ChicaJaneiro,
7044,Solfotografa,
7045,AndresinL14,"Bogotá,  Colombia"
7046,ElGuacamayoSoy,Colombia
7047,Camilovivasdemo,Canada 🇵🇪 
7048,vantecia,she/her • 21 | off accs 🚫
7049,felipe_goyes,"Mainz, Deutschland"
7050,medina1camilo,"Bogotá, D.C., Colombia"
7051,Me_llaman_jota,Manizales - Colombia
7052,JonEchevDj,Cali
7053,florezacosta_,"Bogotá, D.C., Colombia"
7054,libramoonchild_,"Colima, México"
7055,EsliBanMtz3,
7056,17rsuraj,
7057,sandralorenaoso,colombia
7058,queteimporta883,
7059,RatiieyDeej,"Pretoria, South Africa"
7060,NataliaIrene,
7061,Isabellaorio7,
7062,tvdtwlia,
7063,JuanEsc33731996,
7064,Lala33545,Colombia
7065,pensante0909,
7066,bbbb345_55,
7067,tarazona97,
7068,_simp_d_5sos,she / her 🇨🇴
7069,kianseararey,netherlands
7070,SirBetAndRest, GLOBAL 🇳🇬🇱🇷🇸🇳🇿🇦🇰🇪🇸
7071,MulatArista,Francia
7072,manolo_realengo,SDQ-MEX-HAV-NYC-JNB-PVG
7073,putakumother,"Zorra, Ontario"
7074,Cab_By28,"Santa Marta, Colombia"
7075,kalevrra,. 
7076,rutturuttu,
7077,ElqueNoNacio,"Queens, NY"
7078,kimchimmyshi,hobi i'm here ♡
7079,aaronsguerra,"North Carolina, USA"
7080,jorgeDeIacruz,"Cali, Colombia."
7081,taejinkosmoss,"you are me, I am you ‹3 "
7082,SerhatTutkal,
7083,YourAnonS0u1,Basement
7084,Ajmaq13,La policia me quiere perfilar
7085,VeslindDeals,Royaume-Uni
7086,ElBarranquille2,"Barranquilla, Colombia"
7087,sarasepu94,
7088,SebastianPRueda,
7089,Luzkagonzalez,Cali - Colombia 
7090,XtianCamilo,"Santa Marta, Colombia"
7091,glorisramos,Colombia
7092,Alfonso08456438,
7093,FaacFlavio,Colombia indignado encabronado
7094,djdeegarcia,Cachaco 
7095,Bryan_Kmpo,Colombia
7096,YadelizS, Barranquillera en Bogotá 
7097,marleguizamo,Colombia
7098,andresmenez84,Envigado 3016491689 
7099,AndreaJGuerrero,
7100,alejandropg81,
7101,Ana92988746,
7102,Leszly14,
7103,SoyElAponte,Colombia
7104,JeonChocoramo,🇨🇴Nam's dimple|she/he
7105,MapuAristizabal,Bogotá - Colombia
7106,xstarmapsx,star wars galaxy
7107,cristian_rm06,
7108,Cristhian0926,"Villavicencio, Colombia"
7109,MrH95026462,
7110,LauraSo45371458,
7111,jochy_pineda,"Cartagena, Colombia"
7112,Plutperez1,polombia
7113,felipebadillo29,"Bucaramanga, Colombia"
7114,JULIANJARABA_28,BOGOTA
7115,CARLOSSANCHEZH,Bogotá
7116,ANGELDELPANTANO,COLOMBIA
7117,astrologicleo,Made in Medellín.
7118,retinabifocal,
7119,tumadrediceque,
7120,CarlosAcosta_89,"Bucaramanga, Colombia"
7121,jvargasvil,"Bogotá, D.C., Colombia"
7122,tahananieto,"Pereira, Colombia"
7123,LaConstwitt,
7124,yoyitamarulanda,
7125,JairoASegura,"Bogotá, D.C., Colombia"
7126,DavidPi16710352,
7127,yrosas7,Floridablanca
7128,JuanD4420,
7129,pantallazos_not,"Bogotá, D.C., Colombia"
7130,sebastistan,
7131,germanm09,Colombia
7132,R2020Ag40,"Puerto Colombia, Colombia"
7133,ColombiaCalling,Colombia 
7134,CristianArleyP,Colombia
7135,danibgta,"Bogotá, Colombia"
7136,MglCb,Colombia
7137,CVelasquezk,
7138,andressierraing,
7139,solsiljorge,"Paraná, Argentina"
7140,FeignedSmileEF,
7141,Campuzanorick,"Medellín, Colombia."
7142,Camiloaafanado1,
7143,EsquinaTecno,Cali
7144,JhonierRubianes,
7145,_Moia96,
7146,JorgeAc43585017,
7147,SAFARAMUSIC,BOGOTA
7148,FatimaOlvera99,
7149,FreakArnold,"Armenia, Quindio"
7150,brayhanjimenezz,
7151,losdelaverdad,
7152,stevenskap,
7153,Mikel81954368,
7154,omarlopez0130,Colombia
7155,apoloytommy,"Bogotá, D.C., Colombia"
7156,darkbeat33,
7157,shekinarth, colombia   
7158,Mauro_bermudezv,
7159,ARVEYLEONARDO1,
7160,ferndoval,
7161,jonatanp07,
7162,BelBel74,Colombia
7163,Moon_tae07,Mikrokosmos 
7164,twitcionLeo,Colombia
7165,hpsaturn,Berlin
7166,Osohhormiguero1,Ecuador
7167,Jessica_14_35,Cali
7168,ArnulfoBetancur,🌪️                  Te sigue 
7169,fabiostanley202,
7170,aslieth,
7171,MatiasCaceres98,Argentina
7172,Enrabonado,
7173,Mariana_24m,"Medellín, Colombia"
7174,juncomauricio,
7175,rodaselprofe,Bogotá
7176,Aliciiavm,Colombia.
7177,Otero151,
7178,willybarrios15,Washington D.C
7179,4ce90b564913451, Colombia
7180,luslusuwu,𝐅𝐞𝐥𝐢𝐱 𝐌𝐮𝐥𝐥𝐞𝐭
7181,ShiraToiken,
7182,onixjjk,BUTTER FT MEGAN
7183,RoseLhinne,
7184,camiot9,she/her
7185,alexdurmiendo,"amando a Zoe, majo, mar y car"
7186,bakiewuk,
7187,louvvtae,She/her  🥣 ˊ𖥦ˋ
7188,bxngtancats,"Bogotá, D.C., Colombia"
7189,swamymanjarrez,COLOMBIA
7190,L0VE4MANJIRO,subin cheeks 
7191,adios91389539,ME MUDE A @ii_xCar
7192,RachelSynapses,Carallo
7193,itsraysunshine,
7194,whAttayoungjae,
7195,L0VE4SUBIN,subin cheeks 
7196,coffeexlauren,5H & 1D
7197,rodrigoac7,"Sydney, Australia"
7198,MJ_tomlinson28,
7199,hopevsunny,🇨🇴♡
7200,oumalover,彼は 𝗞-𝗞𝗢𝗞𝗜𝗖𝗛𝗜 𝗢𝗨𝗠𝗔! 世界で最も美しい男、誰もが彼に頭を下げます 💬## 彼を疑うことはありません、彼はいつも正しいです！MY B♡Y
7201,GUKK95,she / her ♡
7202,ftuslts,she/her
7203,VoteOurVoice,"Washington, DC"
7204,formaldhide,
7205,c4tsworld,they/it/smile 13-16 L NB ACE
7206,dilhungirift,soğuk bir yer
7207,izzy1D_,
7208,i86REGIS,🇲🇽 y tu corazon bb
7209,combofriend,Outer Heaven
7210,SpringDday__, Thiago sama | angie 
7211,halfwaydeaad, she/they • 🇲🇽🇬🇹 
7212,CRYlNGOVERITALL, • socal • 🇲🇽 ♓︎
7213,Y0URARMSAKIMBO,with beix 
7214,shexlt91_,maybe a just wanna be yours¡! 
7215,echevloust,Camilo&Evauna; safe place
7216,alt_er_love_,
7217,_Istayls_,Colombia
7218,Sunflowerlou289,she/her 🌸
7219,Cafecitocortado,she/her
7220,Awadepanela,
7221,awadefresaa,Dancing in the dark
7222,albmains,• 🇨🇴
7223,AndrsRojasPati1,
7224,ShorySports,"Bogotá, D.C., Colombia"
7225,AlejandraGil_87,Cali
7226,maferpradorubio,Colombia
7227,XunlingAu,
7228,warinaiky,"Valle del Cauca, Colombia"
7229,alexarighthere,she / her
7230,Yukhei_Bieber1,Colombia
7231,sj__lin,
7232,powerfullwitch_,Colombia
7233,rjoseeelin423," casada, no m miren"
7234,gritoenboca,"Bogotá, D.C., Colombia"
7235,NeutralFlamingo,Locombia
7236,hankchomedina,bogota
7237,jorgejimenezone,
7238,DanielOlayaH,Colombia
7239,johnsol83,"el platanal, Macondo ☭"
7240,DanaRevolucion7,"Cartagena, Colombia"
7241,PosLaVerda,Colombia
7242,mmiranda_ls1,"Medellín, Colombia"
7243,AdAthenea,Colombia
7244,bad_dolltrip,
7245,fabioariascut,Colombia
7246,KollCesar,"Cali, Colombia"
7247,BetoC_Castro,Bogotá - Colombia
7248,emagally,Tolima - Colombia
7249,9camilapedraza9,"Bogotá, D.C., Colombia"
7250,Tweet1A,Montañas de Colombia
7251,zbastianz12,made in colombia 
7252,cesargruesor,
7253,medinaleja_,"Medellín, Colombia"
7254,YonaRincon,🔮🦄 🎨✌🏡🕆🐈😍🍃👪🛫
7255,RosarioMontes_,Bar Alcalá 
7256,LunaLunera22114,"Bogotá, D.C., Colombia"
7257,Alex1s_Art,"Cali, Colombia"
7258,videosa_mov,"En una fotografía, Júpiter."
7259,FabioEBaquero,"Pogotá, Polombia"
7260,MikyRodriguezO1,
7261,PORPAZCONLACPI,Colombia
7262,RubenPinzonHdez,El peqυeɴ̃o pυɴтo αzυl pάlιdo
7263,SumerceCris,"Pereira, Colombia"
7264,tuta_trino,"San Carlos de Guaroa, Colombia"
7265,Danielapst,Santiago de Cali
7266,ProtoPasion,
7267,caliman_911,#SigámonosLosBuenos
7268,DavidBedoyak07,"Bogotá, D.C., Colombia"
7269,jeffersoncorre5,"Medellín, Colombia"
7270,julianosorioar,
7271,GafaroSilva,
7272,yesidgonzalezp3,"Bogotá, D.C., Colombia"
7273,LordHenryWotto2,Asteroide B612. 
7274,Elcaminoyoutube,"London, England"
7275,ROBERMARTINEZMU,"Valledupar, Colombia"
7276,caryto94moreno,
7277,CAROLJUDID,Medellín
7278,Vilalita,Colombia
7279,julianem12,"Bogotá, D.C., Colombia"
7280,mauriciocabal,"Bogotá, D.C., Colombia"
7281,Alexand79906940,
7282,JAndres86,"Bogotá, D.C., Colombia"
7283,DajeVanegas,
7284,juanpa_show,
7285,EstefanyRestr20,
7286,MeliTheMermaid,"Edinburgh, Scotland"
7287,JORGE_Flco,Cali
7288,samigles46,
7289,Fabian66617,"Marquetalia, Colombia"
7290,LinayCaro,Colombia 
7291,LeonardoGuz028,"Barranquilla, Colombia"
7292,laamadaa,Colombia
7293,joaperezbe,"Stockholm, Sverige"
7294,HADERNAL,
7295,maenafina,
7296,Jelouuuu3,
7297,AngelitaJasmin1,Bogota
7298,Necky64,
7299,manucalle87,"Medellin, Colombia"
7300,mararioquinteti,
7301,charleslemos,Colombia
7302,Hispanoticias1,"Ile-de-France, France"
7303,ConContrario,
7304,GustavoAndresG_,Colombia
7305,decorazonpetro,Colombia
7306,Ronal_22YT,Bogotá D.C
7307,BivianaMolina,
7308,MariaPaulaManc3,
7309,itskevinmora,
7310,RevistaBaladi,El valor de lo desapercibido
7311,WilliamCbs,Bogotá - Colombia
7312,vade_mori,colombia
7313,C_Pueblos,Colombia
7314,DiegoMorenoLugo,"Santander, Colombia"
7315,empoderatemovi1,
7316,monofilth,"Bogota, Colombia"
7317,LuchoKaelo,"Magangué, Colombia"
7318,Colomvia,Colombia
7319,Sebascub1,Madrid Cundinamarca
7320,Cjotavillegas,"Inglaterra, Reino Unido"
7321,IsaiasC_,"Buenaventura, Colombia"
7322,MariMartu1,Cali
7323,alejandrojarama,"Pereira, Colombia"
7324,juancatk,"Bogotá, Colombia"
7325,gerardx22,
7326,SocFotoMed,Medellín / Colombia
7327,Luismiguelmb99,"Barranquilla, Colombia"
7328,camilo010178,
7329,kavilando,"Medellín, Colombia"
7330,Claudii_Tacan,
7331,sogamosoec,Centro Oriente de Colombia
7332,caovdca,
7333,Nexushr2,Bélgica
7334,buho_cs,Buenos Aires
7335,LVasquezNasht,
7336,disenoydiaspora,"Helsinki, Suomi"
7337,diosesazul1946,"Bogotá, D.C., Colombia"
7338,AndrsMe77004599,
7339,movamoscolombia,Colombia
7340,incoformex,"Medellín, Colombia"
7341,Lucho23562933,"Bucaramanga, Colombia"
7342,apostolfin,Medellín Colombia
7343,Montafh,"Gold Coast, Queensland"
7344,LaLucy___,Colombia 🇨🇴
7345,henryrage,"Bogotá, D.C., Colombia"
7346,BloqueMigrante,
7347,soysonger,
7348,jejo1503,:) 
7349,ErikaHe10823414,
7350,UnaCualqui3ra,colombia
7351,MCortijo1,"Barcelona, Spain"
7352,LuzAdrianaGris3,
7353,EgoLore,"Buenos Aires, Argentina"
7354,JkoEntrepreneur,Colombia - Russia
7355,Sandragarz,
7356,masterchief_01,
7357,noticia15854874,"Valle del Cauca, Colombia"
7358,Paopaloma_love,
7359,andresacmilano,"Bogotá, D.C., Colombia"
7360,EmmaVillamizar2,"Bucaramanga, Colombia"
7361,CarolinaOB4,En la izquierda del camino.
7362,jazuleon,Latinoamericano
7363,CkArdila,"Bogotá, D.C., Colombia"
7364,Sin_Nombre29,Colombia
7365,Esteban1594,"Bogotá, D.C., Colombia"
7366,Melissaarboled8,"Medellín, Colombia"
7367,Canabinando,Colombia
7368,roldan_salcedo,Cgto El Pomo / El Cerrito - Va
7369,maritzaygc,
7370,CatacardenasCh,"Bogotá, D.C., Colombia"
7371,felino_mich,
7372,cetaji,Tierra
7373,GiselaNio,"Bucaramanga, Colombia"
7374,Alvarojosromero,Colombia-sincelejo-sucre
7375,diegocar04,"Pompano Beach, FL"
7376,malloandres,"Bogotá, D.C., Colombia"
7377,ArakFialloNancy,"Bogotá, D.C., Colombia"
7378,dionii_vtz,"Santa Marta, Colombia"
7379,Randy_Rufian,Colombia
7380,alejoGuevara1,"Bogotá, D.C., Colombia"
7381,Isabel83612685,
7382,CarlosD08280575,
7383,Alejand22572315,
7384,saidegart,"Tunja, Boyacá, Colombia"
7385,VidalioVar,"Barcelona, España"
7386,lalenguamepica,"La Guajira, Colombia"
7387,AcquettaDii,
7388,Batmanfake1,
7389,Dolex15292568,
7390,robertfuentes3,colombia
7391,juan_ruizc,"Bogotá, D.C., Colombia"
7392,Solotuis,Colombia
7393,andrescaceres_v,
7394,pstraversa,Bogotá - Colombia
7395,caminantemuzo,"Itagui, Colombia"
7396,lsuarez60,bogota
7397,dubotam,
7398,PedroPio_,
7399,danielacm140,Colombia
7400,Seores9,"Cali, Colombia"
7401,jenniferpaolag8,cali valle 
7402,MoisesAlvaro_,"Bogotá, D.C., Colombia"
7403,Tiago_Arc,
7404,LunaHoyChia,"Chia, Cundinamarca,Colombia"
7405,edwinardila20,Colombia
7406,Layeguaplay,
7407,JuanGuzmanP3,"Jersey City, NJ"
7408,waltudo,
7409,dr_rigo_mortis,La calle
7410,r8roger_99,tunja 
7411,Melissa63932051,
7412,lodigodefrente,
7413,LazyProfe,Colombia
7414,lufergil1987,Medellin
7415,mjohanft,
7416,lucas_mondragon,Colombia
7417,KidK2334554321,Colombia
7418,ElVerdades14,
7419,Movilgas1,"Bogotá, D.C., Colombia"
7420,jaiver_zambrano,
7421,SebasBoshell,Atención las 24 horas
7422,jua66501030,
7423,cristinabedoya1,COLOMBIA
7424,JFColombia,
7425,wwaycorrigan,Colombia
